UPDATE9_TITLE	{《No Man's Sky Frontiers》更新}
BLD_T_ARCHB_NAME_L	{原木圆拱（底部）}
BLD_T_ARCHM_NAME	{原木圆拱（中部）}
BLD_T_ARCHM_NAME_L	{原木圆拱（中部）}
BLD_T_ARCHT_NAME	{原木圆拱（顶部）}
BLD_T_ARCHT_NAME_L	{原木圆拱（顶部）}
BLD_T_ARCH_H_NAME	{原木半圆拱}
BLD_T_ARCH_H_NAME_L	{原木半圆拱}
BLD_T_ARCHB_H_NAME	{原木半圆拱（底部）}
BLD_T_ARCHB_H_NAME_L	{原木半圆拱（底部）}
BLD_T_ARCHM_H_NAME	{原木半圆拱（中部）}
BLD_T_ARCHM_H_NAME_L	{原木半圆拱（中部）}
BLD_T_ARCHT_H_NAME	{原木半圆拱（顶部）}
BLD_T_ARCHT_H_NAME_L	{原木半圆拱（顶部）}
BLD_STONE_SUB	{石质建筑构件}
BLD_BASIC_STONE_DESC	{强化的<TECHNOLOGY>石质<>建筑模块，广泛应用于星系的基础建筑中。

符合通用建筑标准2.3b，确保与其他预制结构的最大兼容性。便捷的网格化结构能够便利地随心所欲组建出想要的庇护所。}
BLD_S_WALL_NAME	{石墙}
BLD_S_WALL_NAME_L	{石墙}
BLD_S_WALLB_NAME	{石墙（底部）}
BLD_S_WALLB_NAME_L	{石墙（底部）}
BLD_S_WALLM_NAME	{石墙（中部）}
BLD_S_WALLM_NAME_L	{石墙（中部）}
BLD_S_WALLT_NAME	{石墙（顶部）}
BLD_S_WALLT_NAME_L	{石墙（顶部）}
BLD_S_WALL_H_NAME	{薄石墙}
BLD_S_WALL_H_NAME_L	{薄石墙}
BLD_S_WALLB_H_NAME	{薄石墙（底部）}
BLD_S_WALLB_H_NAME_L	{薄石墙（底部）}
BLD_S_WALLM_H_NAME	{薄石墙（中部）}
BLD_S_WALLM_H_NAME_L	{薄石墙（中部）}
BLD_S_WALLT_H_NAME	{薄石墙（顶部）}
BLD_S_WALLT_H_NAME_L	{薄石墙（顶部）}
BLD_S_WALL_Q_NAME	{小型石墙A}
BLD_S_WALL_Q_NAME_L	{小型石墙A}
BLD_S_WALL_Q1_NAME	{小型石墙B}
BLD_S_WALL_Q1_NAME_L	{小型石墙B}
BLD_S_WALL_Q_H_NAME	{矮石墙A}
BLD_S_WALL_Q_H_NAME_L	{矮石墙A}
BLD_S_WALL_Q_H1_NAME	{矮石墙B}
BLD_S_WALL_Q_H1_NAME_L	{矮石墙B}
BLD_S_WALLDIAGONAL_NAME	{倾斜石板}
BLD_S_WALLDIAGONAL_NAME_L	{倾斜石板}
BLD_S_WALLB_TRI_NAME	{倾斜石板（底部）}
BLD_S_WALLB_TRI_NAME_L	{倾斜石板（底部）}
BLD_S_WALLM_TRI_NAME	{倾斜石板（中部）}
BLD_S_WALLM_TRI_NAME_L	{倾斜石板（中部）}
BLD_S_WALLT_TRI_NAME	{倾斜石板（顶部）}
BLD_S_WALLT_TRI_NAME_L	{倾斜石板（顶部）}
BLD_S_WALL_WINDOW_NAME	{石质缝隙窗户}
BLD_S_WALL_WINDOW_NAME_L	{石质缝隙窗户}
BLD_S_WALLB_WIN0_NAME	{石质缝隙窗户（底部）}
BLD_S_WALLB_WIN0_NAME_L	{石质缝隙窗户（底部）}
BLD_S_WALLM_WIN0_NAME	{石质缝隙窗户（中部）}
BLD_S_WALLM_WIN0_NAME_L	{石质缝隙窗户（中部）}
BLD_S_WALLT_WIN0_NAME	{石质缝隙窗户（顶部）}
BLD_S_WALLT_WIN0_NAME_L	{石质缝隙窗户（顶部）}
BLD_S_WALL_WIN1_NAME	{石质栅栏窗户}
BLD_S_WALL_WIN1_NAME_L	{石质栅栏窗户}
BLD_S_WALLB_WIN1_NAME	{石质栅栏窗户（底部）}
BLD_S_WALLB_WIN1_NAME_L	{石质栅栏窗户（底部）}
BLD_S_WALLM_WIN1_NAME	{石质栅栏窗户（中部）}
BLD_S_WALLM_WIN1_NAME_L	{石质栅栏窗户（中部）}
BLD_S_WALLT_WIN1_NAME	{石质栅栏窗户（顶部）}
BLD_S_WALLT_WIN1_NAME_L	{石质栅栏窗户（顶部）}
BLD_S_WALL_WIN2_NAME	{石质大型窗户}
BLD_S_WALL_WIN2_NAME_L	{石质大型窗户}
BLD_S_WALLB_WIN2_NAME	{石质大型窗户（底部）}
BLD_S_WALLB_WIN2_NAME_L	{石质大型窗户（底部）}
BLD_S_WALLM_WIN2_NAME	{石质大型窗户（中部）}
BLD_S_WALLM_WIN2_NAME_L	{石质大型窗户（中部）}
BLD_S_WALLT_WIN2_NAME	{石质大型窗户（顶部）}
BLD_S_WALLT_WIN2_NAME_L	{石质大型窗户（顶部）}
BLD_S_WALL_WIN3_NAME	{石质圆形窗户}
BLD_S_WALL_WIN3_NAME_L	{石质圆形窗户}
BLD_S_WALLB_WIN3_NAME	{石质圆形窗户（底部）}
BLD_S_WALLB_WIN3_NAME_L	{石质圆形窗户（底部）}
BLD_S_WALLM_WIN3_NAME	{石质圆形窗户（中部）}
BLD_S_WALLM_WIN3_NAME_L	{石质圆形窗户（中部）}
BLD_S_WALLT_WIN3_NAME	{石质圆形窗户（顶部）}
BLD_S_WALLT_WIN3_NAME_L	{石质圆形窗户（顶部）}
BLD_S_DOOR_NAME	{石质拱门}
BLD_S_DOOR_NAME_L	{石质拱门}
BLD_S_DOORB0_NAME	{石质拱门（底部）}
BLD_S_DOORB0_NAME_L	{石质拱门（底部）}
BLD_S_DOORM0_NAME	{石质拱门（中部）}
BLD_S_DOORM0_NAME_L	{石质拱门（中部）}
BLD_S_DOORT0_NAME	{石质拱门（顶部）}
BLD_S_DOORT0_NAME_L	{石质拱门（顶部）}
BLD_S_DOOR1_NAME	{石质矩形门}
BLD_S_DOOR1_NAME_L	{石质矩形门}
BLD_S_DOORB1_NAME	{石质矩形门（底部）}
BLD_S_DOORB1_NAME_L	{石质矩形门（底部）}
BLD_S_DOORM1_NAME	{石质矩形门（中部）}
BLD_S_DOORM1_NAME_L	{石质矩形门（中部）}
BLD_S_DOORT1_NAME	{石质矩形门（顶部）}
BLD_S_DOORT1_NAME_L	{石质矩形门（顶部）}
BLD_S_FLOOR_NAME	{石质地板}
BLD_S_FLOOR_NAME_L	{石质地板}
BLD_S_FLOOR_Q_NAME	{小型石板}
BLD_S_FLOOR_Q_NAME_L	{小型石板}
BLD_S_TRIFLOOR_NAME	{石三角}
BLD_S_TRIFLOOR_NAME_L	{石三角}
BLD_S_TRIFLOOR_Q_NAME	{小型石三角}
BLD_S_TRIFLOOR_Q_NAME_L	{小型石三角}
BLD_S_GFLOOR_NAME	{石质地板栅栏}
BLD_S_GFLOOR_NAME_L	{石质地板栅栏}
BLD_S_RAMP_NAME	{石坡道}
BLD_S_RAMP_NAME_L	{石坡道}
BLD_S_RAMP_H_NAME	{石质半坡道}
BLD_S_RAMP_H_NAME_L	{石质半坡道}
BLD_S_ROOF0_NAME	{圆角平面石质玻璃屋顶}
BLD_S_ROOF0_NAME_L	{圆角平面石质玻璃屋顶}
BLD_S_ROOF1_NAME	{通风平面石质屋顶}
BLD_S_ROOF1_NAME_L	{通风平面石质屋顶}
BLD_S_ROOF2_NAME	{倾斜平面石质屋顶}
BLD_S_ROOF2_NAME_L	{倾斜平面石质屋顶}
BLD_S_ROOF3_NAME	{平面石质屋顶}
BLD_S_ROOF3_NAME_L	{平面石质屋顶}
BLD_S_ROOF4_NAME	{帆布石质屋顶}
BLD_S_ROOF4_NAME_L	{帆布石质屋顶}
BLD_S_ROOF5_NAME	{石质圆屋顶}
BLD_S_ROOF5_NAME_L	{石质圆屋顶}
BLD_S_ROOF_M_NAME	{石屋顶板}
BLD_S_ROOF_M_NAME_L	{石屋顶板}
BLD_S_ROOF_C_NAME	{石屋顶檐角}
BLD_S_ROOF_C_NAME_L	{石屋顶檐角}
BLD_S_ROOF_IC_NAME	{石质内屋顶檐角}
BLD_S_ROOF_IC_NAME_L	{石质内屋顶檐角}
BLD_S_CHEV_WALL_NAME	{压制石墙}
BLD_S_CHEV_WALL_NAME_L	{压制石墙}
BLD_S_CHEV_DOOR_NAME	{压制石门}
BLD_S_CHEV_DOOR_NAME_L	{压制石门}
BLD_S_CHEV_WALL_H_C_NAME	{压制石墙帽}
BLD_S_CHEV_WALL_H_C_NAME_L	{压制石墙帽}
BLD_S_CHEV_WIN0_NAME	{压制石栅栏A}
BLD_S_CHEV_WIN0_NAME_L	{压制石栅栏A}
BLD_S_CHEV_WIN1_NAME	{压制石质大型圆形窗户}
BLD_S_CHEV_WIN1_NAME_L	{压制石质大型圆形窗户}
BLD_S_CHEV_WIN2_NAME	{压制石栅栏B}
BLD_S_CHEV_WIN2_NAME_L	{压制石栅栏B}
BLD_S_ROOF_M_Q_NAME	{倾斜石屋顶板}
BLD_S_ROOF_M_Q_NAME_L	{倾斜石屋顶板}
BLD_S_ROOF_E_Q_NAME	{倾斜石质山墙}
BLD_S_ROOF_E_Q_NAME_L	{倾斜石质山墙}
BLD_S_ROOF_M_CAP_NAME	{石屋顶帽}
BLD_S_ROOF_M_CAP_NAME_L	{石屋顶帽}
BLD_S_ROOF_E_CAP_NAME	{石质山墙}
BLD_S_ROOF_E_CAP_NAME_L	{石质山墙}
BLD_S_DOOR_H_NAME	{石门廊}
BLD_S_DOOR_H_NAME_L	{石门廊}
BLD_S_DOORB0_H_NAME	{石门廊（底部）}
BLD_S_DOORB0_H_NAME_L	{石门廊（底部）}
BLD_S_DOORM0_H_NAME	{石门廊（中部）}
BLD_S_DOORM0_H_NAME_L	{石门廊（中部）}
BLD_S_DOORT0_H_NAME	{石门廊（顶部）}
BLD_S_DOORT0_H_NAME_L	{石门廊（顶部）}
BLD_S_DOORWINDOW_NAME	{石质正面墙}
BLD_S_DOORWINDOW_NAME_L	{石质正面墙}
BLD_S_DOORWINB0_NAME	{石质正面墙（底部）}
BLD_S_DOORWINB0_NAME_L	{石质正面墙（底部）}
BLD_S_DOORWINM0_NAME	{石质正面墙（中部）}
BLD_S_DOORWINM0_NAME_L	{石质正面墙（中部）}
BLD_S_DOORWINT0_NAME	{石质正面墙（顶部）}
BLD_S_DOORWINT0_NAME_L	{石质正面墙（顶部）}
BLD_S_GDOOR_NAME	{石质电动门}
BLD_S_GDOOR_NAME_L	{石质电动门}
BLD_S_GDOORB0_NAME	{石质电动门（底部）}
BLD_S_GDOORB0_NAME_L	{石质电动门（底部）}
BLD_S_GDOORM0_NAME	{石质电动门（中部）}
BLD_S_GDOORM0_NAME_L	{石质电动门（中部）}
BLD_S_GDOORT0_NAME	{石质电动门（顶部）}
BLD_S_GDOORT0_NAME_L	{石质电动门（顶部）}
BLD_S_ARCH_NAME	{石质圆拱}
BLD_S_ARCH_NAME_L	{石质圆拱}
BLD_S_ARCHB_NAME	{石质圆拱（底部）}
BLD_S_ARCHB_NAME_L	{石质圆拱（底部）}
BLD_S_ARCHM_NAME	{石质圆拱（中部）}
BLD_S_ARCHM_NAME_L	{石质圆拱（中部）}
BLD_S_ARCHT_NAME	{石质圆拱（顶部）}
BLD_S_ARCHT_NAME_L	{石质圆拱（顶部）}
BLD_S_ARCH_H_NAME	{石质半圆拱}
BLD_S_ARCH_H_NAME_L	{石质半圆拱}
BLD_S_ARCHB_H_NAME	{石质半圆拱（底部）}
BLD_S_ARCHB_H_NAME_L	{石质半圆拱（底部）}
BLD_S_ARCHM_H_NAME	{石质半圆拱（中部）}
BLD_S_ARCHM_H_NAME_L	{石质半圆拱（中部）}
BLD_S_ARCHT_H_NAME	{石质半圆拱（顶部）}
BLD_S_ARCHT_H_NAME_L	{石质半圆拱（顶部）}
BLD_FIBREGLASS_SUB	{合金建筑构件}
BLD_BASIC_FIBREGLASS_DESC	{强化的<TECHNOLOGY>合金<>建筑模块，广泛应用于星系的基础建筑中。

符合通用建筑标准2.3b，确保与其他预制结构的最大兼容性。便捷的网格化结构能够便利地随心所欲组建出想要的庇护所。}
BLD_F_WALL_NAME	{合金墙}
BLD_F_WALL_NAME_L	{合金墙}
BLD_F_WALLB_NAME	{合金墙（底部）}
BLD_F_WALLB_NAME_L	{合金墙（底部）}
BLD_F_WALLM_NAME	{合金墙（中部）}
BLD_F_WALLM_NAME_L	{合金墙（中部）}
BLD_F_WALLT_NAME	{合金墙（顶部）}
BLD_F_WALLT_NAME_L	{合金墙（顶部）}
BLD_F_WALL_H_NAME	{薄合金墙}
BLD_F_WALL_H_NAME_L	{薄合金墙}
BLD_F_WALLB_H_NAME	{薄合金墙（底部）}
BLD_F_WALLB_H_NAME_L	{薄合金墙（底部）}
BLD_F_WALLM_H_NAME	{薄合金墙（中部）}
BLD_F_WALLM_H_NAME_L	{薄合金墙（中部）}
BLD_F_WALLT_H_NAME	{薄合金墙（顶部）}
BLD_F_WALLT_H_NAME_L	{薄合金墙（顶部）}
BLD_F_WALL_Q_NAME	{小型合金墙A}
BLD_F_WALL_Q_NAME_L	{小型合金墙A}
BLD_F_WALL_Q1_NAME	{小型合金墙B}
BLD_F_WALL_Q1_NAME_L	{小型合金墙B}
BLD_F_WALL_Q_H_NAME	{矮合金墙A}
BLD_F_WALL_Q_H_NAME_L	{矮合金墙A}
BLD_F_WALL_Q_H1_NAME	{矮合金墙B}
BLD_F_WALL_Q_H1_NAME_L	{矮合金墙B}
BLD_F_WALLDIAGONAL_NAME	{倾斜合金板}
BLD_F_WALLDIAGONAL_NAME_L	{倾斜合金板}
BLD_F_WALLB_TRI_NAME	{倾斜合金板（底部）}
BLD_F_WALLB_TRI_NAME_L	{倾斜合金板（底部）}
BLD_F_WALLM_TRI_NAME	{倾斜合金板（中部）}
BLD_F_WALLM_TRI_NAME_L	{倾斜合金板（中部）}
BLD_F_WALLT_TRI_NAME	{倾斜合金板（顶部）}
BLD_F_WALLT_TRI_NAME_L	{倾斜合金板（顶部）}
BLD_F_WALL_WINDOW_NAME	{合金窗户}
BLD_F_WALL_WINDOW_NAME_L	{合金窗户}
BLD_F_WALLB_WIN0_NAME	{合金窗户（底部）}
BLD_F_WALLB_WIN0_NAME_L	{合金窗户（底部）}
BLD_F_WALLM_WIN0_NAME	{合金窗户（中部）}
BLD_F_WALLM_WIN0_NAME_L	{合金窗户（中部）}
BLD_F_WALLT_WIN0_NAME	{合金窗户（顶部）}
BLD_F_WALLT_WIN0_NAME_L	{合金窗户（顶部）}
BLD_F_WALL_WIN1_NAME	{不对称的合金窗户}
BLD_F_WALL_WIN1_NAME_L	{不对称的合金窗户}
BLD_F_WALLB_WIN1_NAME	{不对称的合金窗户（底部）}
BLD_F_WALLB_WIN1_NAME_L	{不对称的合金窗户（底部）}
BLD_F_WALLM_WIN1_NAME	{不对称的合金窗户（中部）}
BLD_F_WALLM_WIN1_NAME_L	{不对称的合金窗户（中部）}
BLD_F_WALLT_WIN1_NAME	{不对称的合金窗户（顶部）}
BLD_F_WALLT_WIN1_NAME_L	{不对称的合金窗户（顶部）}
BLD_F_WALL_WIN2_NAME	{双合金窗户}
BLD_F_WALL_WIN2_NAME_L	{双合金窗户}
BLD_F_WALLB_WIN2_NAME	{双合金窗户（底部）}
BLD_F_WALLB_WIN2_NAME_L	{双合金窗户（底部）}
BLD_F_WALLM_WIN2_NAME	{双合金窗户（中部）}
BLD_F_WALLM_WIN2_NAME_L	{双合金窗户（中部）}
BLD_F_WALLT_WIN2_NAME	{双合金窗户（顶部）}
BLD_F_WALLT_WIN2_NAME_L	{双合金窗户（顶部）}
BLD_F_WALL_WIN3_NAME	{水平合金窗户}
BLD_F_WALL_WIN3_NAME_L	{水平合金窗户}
BLD_F_WALLB_WIN3_NAME	{水平合金窗户（底部）}
BLD_F_WALLB_WIN3_NAME_L	{水平合金窗户（底部）}
BLD_F_WALLM_WIN3_NAME	{水平合金窗户（中部）}
BLD_F_WALLM_WIN3_NAME_L	{水平合金窗户（中部）}
BLD_F_WALLT_WIN3_NAME	{水平合金窗户（顶部）}
BLD_F_WALLT_WIN3_NAME_L	{水平合金窗户（顶部）}
BLD_F_DOOR_NAME	{合金门A}
BLD_F_DOOR_NAME_L	{合金门A}
BLD_F_DOORB0_NAME	{合金门A（底部）}
BLD_F_DOORB0_NAME_L	{合金门A（底部）}
BLD_F_DOORM0_NAME	{合金门A（中部）}
BLD_F_DOORM0_NAME_L	{合金门A（中部）}
BLD_F_DOORT0_NAME	{合金门A（顶部）}
BLD_F_DOORT0_NAME_L	{合金门A（顶部）}
BLD_F_DOOR1_NAME	{合金门B}
BLD_F_DOOR1_NAME_L	{合金门B}
BLD_F_DOORB1_NAME	{合金门B（底部）}
BLD_F_DOORB1_NAME_L	{合金门B（底部）}
BLD_F_DOORM1_NAME	{合金门B（中部）}
BLD_F_DOORM1_NAME_L	{合金门B（中部）}
BLD_F_DOORT1_NAME	{合金门B（顶部）}
BLD_F_DOORT1_NAME_L	{合金门B（顶部）}
BLD_F_FLOOR_NAME	{合金地板}
BLD_F_FLOOR_NAME_L	{合金地板}
BLD_F_FLOOR_Q_NAME	{小型合金地板}
BLD_F_FLOOR_Q_NAME_L	{小型合金地板}
BLD_F_TRIFLOOR_NAME	{合金三角}
BLD_F_TRIFLOOR_NAME_L	{合金三角}
BLD_F_TRIFLOOR_Q_NAME	{小型合金三角}
BLD_F_TRIFLOOR_Q_NAME_L	{小型合金三角}
BLD_F_GFLOOR_NAME	{合金框玻璃板}
BLD_F_GFLOOR_NAME_L	{合金框玻璃板}
BLD_F_RAMP_NAME	{合金坡道}
BLD_F_RAMP_NAME_L	{合金坡道}
BLD_F_RAMP_H_NAME	{合金半坡道}
BLD_F_RAMP_H_NAME_L	{合金半坡道}
BLD_F_ROOF0_NAME	{侧灯平面合金屋顶}
BLD_F_ROOF0_NAME_L	{侧灯平面合金屋顶}
BLD_F_ROOF1_NAME	{高平面合金屋顶}
BLD_F_ROOF1_NAME_L	{高平面合金屋顶}
BLD_F_ROOF2_NAME	{天窗合金屋顶}
BLD_F_ROOF2_NAME_L	{天窗合金屋顶}
BLD_F_ROOF3_NAME	{顶灯平面合金屋顶}
BLD_F_ROOF3_NAME_L	{顶灯平面合金屋顶}
BLD_F_ROOF4_NAME	{折帆合金屋顶}
BLD_F_ROOF4_NAME_L	{折帆合金屋顶}
BLD_F_ROOF5_NAME	{倾斜平面合金屋顶}
BLD_F_ROOF5_NAME_L	{倾斜平面合金屋顶}
BLD_F_ROOF6_NAME	{精致合金屋顶}
BLD_F_ROOF6_NAME_L	{精致合金屋顶}
BLD_F_ROOF7_NAME	{平面合金屋顶}
BLD_F_ROOF7_NAME_L	{平面合金屋顶}
BLD_F_ROOF8_NAME	{凸起平台合金屋顶}
BLD_F_ROOF8_NAME_L	{凸起平台合金屋顶}
BLD_F_ROOF_M_NAME	{合金屋顶板}
BLD_F_ROOF_M_NAME_L	{合金屋顶板}
BLD_F_ROOF_C_NAME	{合金屋顶檐角}
BLD_F_ROOF_C_NAME_L	{合金屋顶檐角}
BLD_F_ROOF_IC_NAME	{合金内屋顶檐角}
BLD_F_ROOF_IC_NAME_L	{合金内屋顶檐角}
BLD_F_CHEV_WALL_NAME	{压制合金墙}
BLD_F_CHEV_WALL_NAME_L	{压制合金墙}
BLD_F_CHEV_DOOR_NAME	{压制合金门}
BLD_F_CHEV_DOOR_NAME_L	{压制合金门}
BLD_F_CHEV_WALL_H_C_NAME	{压制合金墙帽}
BLD_F_CHEV_WALL_H_C_NAME_L	{压制合金墙帽}
BLD_F_CHEV_WIN0_NAME	{压制合金窗户}
BLD_F_CHEV_WIN0_NAME_L	{压制合金窗户}
BLD_F_CHEV_WIN1_NAME	{压制合金水平窗户}
BLD_F_CHEV_WIN1_NAME_L	{压制合金水平窗户}
BLD_F_CHEV_WIN2_NAME	{压制合金小型窗户}
BLD_F_CHEV_WIN2_NAME_L	{压制合金小型窗户}
BLD_F_ROOF_M_Q_NAME	{倾斜合金屋顶板}
BLD_F_ROOF_M_Q_NAME_L	{倾斜合金屋顶板}
BLD_F_ROOF_E_Q_NAME	{倾斜合金山墙}
BLD_F_ROOF_E_Q_NAME_L	{倾斜合金山墙}
BLD_F_ROOF_M_CAP_NAME	{合金屋顶帽}
BLD_F_ROOF_M_CAP_NAME_L	{合金屋顶帽}
BLD_F_ROOF_E_CAP_NAME	{合金山墙}
BLD_F_ROOF_E_CAP_NAME_L	{合金山墙}
BLD_F_DOOR_H_NAME	{合金门廊}
BLD_F_DOOR_H_NAME_L	{合金门廊}
BLD_F_DOORB0_H_NAME	{合金门廊（底部）}
BLD_F_DOORB0_H_NAME_L	{合金门廊（底部）}
BLD_F_DOORM0_H_NAME	{合金门廊（中部）}
BLD_F_DOORM0_H_NAME_L	{合金门廊（中部）}
BLD_F_DOORT0_H_NAME	{合金门廊（顶部）}
BLD_F_DOORT0_H_NAME_L	{合金门廊（顶部）}
BLD_F_DOORWINDOW_NAME	{合金正面墙}
BLD_F_DOORWINDOW_NAME_L	{合金正面墙}
BLD_F_DOORWINB0_NAME	{合金正面墙（底部）}
BLD_F_DOORWINB0_NAME_L	{合金正面墙（底部）}
BLD_F_DOORWINM0_NAME	{合金正面墙（中部）}
BLD_F_DOORWINM0_NAME_L	{合金正面墙（中部）}
BLD_F_DOORWINT0_NAME	{合金正面墙（顶部）}
BLD_F_DOORWINT0_NAME_L	{合金正面墙（顶部）}
BLD_F_GDOOR_NAME	{合金电动门}
BLD_F_GDOOR_NAME_L	{合金电动门}
BLD_F_GDOORB0_NAME	{合金电动门（底部）}
BLD_F_GDOORB0_NAME_L	{合金电动门（底部）}
BLD_F_GDOORM0_NAME	{合金电动门（中部）}
BLD_F_GDOORM0_NAME_L	{合金电动门（中部）}
BLD_F_GDOORT0_NAME	{合金电动门（顶部）}
BLD_F_GDOORT0_NAME_L	{合金电动门（顶部）}
BLD_F_ARCH_NAME	{合金圆拱}
BLD_F_ARCH_NAME_L	{合金圆拱}
BLD_F_ARCHB_NAME	{合金圆拱（底部）}
BLD_F_ARCHB_NAME_L	{合金圆拱（底部）}
BLD_F_ARCHM_NAME	{合金圆拱（中部）}
BLD_F_ARCHM_NAME_L	{合金圆拱（中部）}
BLD_F_ARCHT_NAME	{合金圆拱（顶部）}
BLD_F_ARCHT_NAME_L	{合金圆拱（顶部）}
BLD_F_ARCH_H_NAME	{合金半圆拱}
BLD_F_ARCH_H_NAME_L	{合金半圆拱}
BLD_F_ARCHB_H_NAME	{合金半圆拱（底部）}
BLD_F_ARCHB_H_NAME_L	{合金半圆拱（底部）}
BLD_F_ARCHM_H_NAME	{合金半圆拱（中部）}
BLD_F_ARCHM_H_NAME_L	{合金半圆拱（中部）}
BLD_F_ARCHT_H_NAME	{合金半圆拱（顶部）}
BLD_F_ARCHT_H_NAME_L	{合金半圆拱（顶部）}
BLD_S_CANOPY_WALL0_NAME	{帆布遮阳蓬}
BLD_S_CANOPY_WALL0_NAME_L	{帆布遮阳蓬}
BLD_S_CANOPY_WALL0_DESC	{悬挂帆布遮阳蓬。能够固定在建筑上，荫凉与美感并存。}
BLD_S_CANOPY_WALL1_NAME	{双旗遮阳蓬}
BLD_S_CANOPY_WALL1_NAME_L	{双旗遮阳蓬}
BLD_S_CANOPY_WALL1_DESC	{悬挂帆布遮阳蓬。双段旗子设计。能够固定在建筑上，荫凉与美感并存。}
BLD_S_CANOPY_WALL2_NAME	{四旗遮阳蓬}
BLD_S_CANOPY_WALL2_NAME_L	{四旗遮阳蓬}
BLD_S_CANOPY_WALL2_DESC	{悬挂帆布遮阳蓬。四段旗子设计。能够固定在建筑上，荫凉与美感并存。}
BLD_S_WALL_SUPPORTS_NAME	{石质支撑柱}
BLD_S_WALL_SUPPORTS_NAME_L	{石质支撑柱}
BLD_S_WALL_SUPPORTS_DESC	{能够为结构墙提供额外支撑的石柱}
BLD_S_WATERTOWER_NAME	{水塔}
BLD_S_WATERTOWER_NAME_L	{水塔}
BLD_S_WATERTOWER_DESC	{用于储存与净化水以及其他液体的大型储液罐，十分牢固。}
BLD_S_ANTENNA0_NAME	{碟形接收器天线}
BLD_S_ANTENNA0_NAME_L	{碟形接收器天线}
BLD_S_ANTENNA0_DESC	{多功能天线，装配有信号接收盘，能够接收到各式各样的复杂星际讯号。}
BLD_S_ANTENNA1_NAME	{高位天线}
BLD_S_ANTENNA1_NAME_L	{高位天线}
BLD_S_ANTENNA1_DESC	{超长天线，专用于接收星际之间的普通通讯信号。}
BLD_S_ANTENNA2_NAME	{双位天线}
BLD_S_ANTENNA2_NAME_L	{双位天线}
BLD_S_ANTENNA2_DESC	{双岔式天线，专用于接收行星之间的复杂通讯信号。}
BLD_S_FLAG5_NAME	{悬挂的旗帜1}
BLD_S_FLAG5_NAME_L	{悬挂的旗帜1}
BLD_S_FLAG6_NAME	{悬挂的旗帜2}
BLD_S_FLAG6_NAME_L	{悬挂的旗帜2}
BLD_FLAG_DESCRIPTION	{绑在直杆上的装饰旗帜，能够用来美化基地。}
BLD_WALLFLAG_DESCRIPTION	{固定在墙上的装饰旗帜，能够用来美化基地。}
BLD_HANGFLAG_DESCRIPTION	{绑在横杆上的装饰旗帜，能够用来美化基地。}
BLD_S_RUG0_NAME	{风筝图案地毯}
BLD_S_RUG0_NAME_L	{风筝图案地毯}
BLD_S_RUG0_DESC	{一款有钻石图案的华丽地板织物。由彩虹色的沙蚕丝和抗污纳米纤维混合编织而成，既美观又耐用。}
BLD_S_POT0_NAME	{窑制罐子}
BLD_S_POT0_NAME_L	{窑制罐子}
BLD_S_POT0_DESC	{一个镶金边的罐子，可以储藏从香料、“吉克一口香”或者原始香肠馅饼等一切东西。由铁氧体和粘土混合制成，为基础装饰带来了质朴的感觉。}
BLD_S_CHAIR0_NAME	{沙发椅}
BLD_S_CHAIR0_NAME_L	{沙发椅}
BLD_S_CHAIR0_DESC	{优雅的模制座椅，上面铺有一层质地柔软的人造山羊皮。}
BLD_S_BARTABLE0_NAME	{黄金桌}
BLD_S_BARTABLE0_NAME_L	{黄金桌}
BLD_S_BARTABLE0_DESC	{这款优雅的六角桌有内置的加热格栅，用于保持熟食产品的温度，或者让疼痛的手指感到温暖或凉爽。}
BLD_S_WALLLIGHT0_NAME	{壁灯}
BLD_S_WALLLIGHT0_NAME_L	{壁灯}
BLD_S_BAR_H_NAME	{黄金半柜台}
BLD_S_BAR_H_NAME_L	{黄金半柜台}
BLD_S_BAR_H_DESC	{这款美丽的黄金半柜台覆盖着一层薄薄的活体玻璃，加强保暖性的同时确保表面不留刮痕。发光底座有助于确保在所有照明条件下的能见度。

放在<TECHNOLOGY>黄金柜台<>和<TECHNOLOGY>黄金柜台拐角<>模块旁边，可形成有定制感的柜台布局。}
BLD_S_BAR_NAME	{黄金柜台}
BLD_S_BAR_NAME_L	{黄金柜台}
BLD_S_BAR_DESC	{这款美丽的黄金柜台覆盖着一层薄薄的活体玻璃，加强保暖性的同时确保表面不留刮痕。发光底座有助于确保在所有照明条件下的能见度。

放在<TECHNOLOGY>黄金柜台拐角<>和<TECHNOLOGY>黄金半柜台<>模块旁边，可形成有定制感的柜台布局。}
BLD_S_BAR_C_NAME	{黄金柜台拐角}
BLD_S_BAR_C_NAME_L	{黄金柜台拐角}
BLD_S_BAR_C_DESC	{这款美丽的黄金柜台拐角覆盖着一层薄薄的活体玻璃，加强保暖性的同时确保表面不留刮痕。发光底座有助于确保在所有照明条件下的能见度。

放在<TECHNOLOGY>黄金柜台<>和<TECHNOLOGY>黄金半柜台<>模块旁边，可形成有定制感的柜台布局。}
BLD_S_TABLEPOT0_NAME	{古旧茶壶}
BLD_S_TABLEPOT0_NAME_L	{古旧茶壶}
BLD_S_TABLEPOT0_DESC	{乡村风格的茶具，用于冲泡和盛放热饮，以初代吉克传统风格制作。
这款装饰性的茶具为基地带来一丝优雅舒适的风格。}
BLD_S_TABLELAMP0_NAME	{台灯}
