SCAN_NO_TECH	{未安装扫描技术<IMG>SLASH<>}
星系旅行的顶点是曲速飞行。到达新的恒星系本身就是一件值得称颂的壮举。保罗真诚地期望我能多进行曲速飞行，并探索它们梦中都见不到的地方。}
TRA_NPC_ANOMALY_DESC_8	{这次保罗出奇得安静。一开始我担心是不是又得罪它了，但它悲伤地指了指身边一团乱七八糟的损坏的电子元器件。似乎保罗的宝贝研究项目出了事故。

保罗带有歉意地带我走出门。我知道数据对吉克来说有多重要，并真心希望能帮上它。也许我下次回来的时候，能给它带来无数奇特生物的报告，让它的档案库再度充实起来。}
TRA_NPC_ANOMALY_DESC_9	{保罗说之前的事故也影响了它有关星系中健谈居民的信息。奇怪的是，此事保罗之前并未提起。有那么一瞬间我强烈地感觉到它一直在骗我。但为什么呢？它的目的是什么？

我可以再帮它一次。和别人分享冒险故事以及所见所闻是一件快乐的事。或者我也可以继续胡思乱想。}
TRA_NPC_ANOMALY_DESC_10	{我的‘朋友’再次抱怨说神秘的事故导致了研究数据进一步丢失，而我一点也不惊讶。据保罗所说，这次受损的是它们关于外星语言的文件。

我有点生气了，已经不加掩饰地怀疑它们这是在利用我。吉克哀伤地看着我离去。也许我会把从掌握太空旅行技术的种族和石碑处学习词汇并回来向它们报告，也许我不会这么做。}
TRA_NPC_ANOMALY_DESC_11	{我已经决定了，要是这次保罗再提那场可疑的‘事故’，我就直接甩门走人。不过这次它们说已经没问题了。

这个吉克显然想安抚我，说最好的生活方式是按照自己的意愿活着，不要管别人怎么说。看看星星、挣点钱、买点好东西犒劳犒劳自己之类的。它轻轻推了推我的肋骨说如果换了它们，它们就会这么干。}
TRA_NPC_ANOMALY_DESC_12	{我决定再相信保罗一次。不管这个看似好心的吉克究竟有何意图，它们似乎都威胁不到我的安全。保罗无疑是我的朋友。

不过我的这个想法又动摇了，因为保罗建议我应该再去找海盗战斗。它们争辩说用手模仿空战的飞船并配上‘咻咻’的声音非常刺激。}
TRA_NPC_ANOMALY_DESC_13	{我进门的时候保罗正在阅读屏幕上的内容。它紧锁的眉头说明这肯定不是什么好消息。保罗看到我时迅速关掉了屏幕，并在焦虑的脸上挤出一个笑容。

它为了转移话题，说到护卫的数量越来越多了。最好削减一下它们的数量，不然我也许就无法自由行动了。我看保罗只是想除掉我。}
TRA_NPC_ANOMALY_DESC_14	{我们之前有过的不愉快现在已经变成遥远的回忆了。我和保罗像最要好的朋友一样对待彼此，我们是探索群星旅途中可以互相信赖的伙伴。我知道这个吉克藏着秘密，但我相信它到时候会告诉我的。

现在，保罗鼓励我成为终极探索者，挑战自己的极限。宇宙中存在着无人能在其中存活的地方，但也许只有我能存活。}
TRA_NPC_ANOMALY_DESC_15	{保罗显得很急切。它们有一定要对我说的话。它们病了，病入膏肓。病到无法离开这里。从一开始，保罗都在透过我间接地探索宇宙。这就是它们藏着的秘密。

我心如刀绞，想要表达我沉痛的心情，但保罗攒足气力镇静地说它们希望我不要浪费大好时光。要向着更遥远的地方进发，去保罗永远见不到的地方游历。只有这样才能算真正活着。}
TRA_NPC_ANOMALY_DESC_16	{保罗还是很热情，但也很忧郁。我意识到这才是真正的保罗，之前那个快乐的它只是假象。至少这个吉克的求知欲还在。它依然非常期待透过我的双眼目睹壮丽的星海。

生物是最奇异、最具野性的存在。我的朋友肯定想尽可能多得见见我找到的哲学巨大而神奇的动物，并梦想能探访它们的星球。}
TRA_NPC_ANOMALY_LANG_1	{只要留心观察，在哪儿都能找到朋友。到处都有形状尺寸各异的朋友。}
TRA_NPC_ANOMALY_LANG_2	{交谈、阅读、研究石碑。将你的大脑锻炼得与你的双腿一样强健。朋友，探索就是发现自我的过程。}
TRA_NPC_ANOMALY_LANG_3	{这也要钱，那也要钱。一切向钱看的生活方式既怪异又悲伤，不是吗？多挣点钱，我们就能明白为什么人们都说有钱能使鬼推磨了。}
TRA_NPC_ANOMALY_LANG_4	{烦人的海盗是什么人？他们的飞船是谁造的？不过和他们打挺刺激的。}
TRA_NPC_ANOMALY_LANG_5	{到处都是飞行机器和步行机器！追着我们到处跑，伤害我们，阻挠我们的冒险之旅。那些机器人是坏蛋。}
TRA_NPC_ANOMALY_LANG_6	{朋友，去探索最危险的地方吧。别把小命丢了，不然你对我来说就没用了。毕竟尸体是无法开口说话的。不过......呃，没什么，一定要活着哦。}
TRA_NPC_ANOMALY_LANG_7	{整个星系都是你的，是你一人的。你必须将它一览无余。啊哈，我开玩笑啦。不过去看看几个恒星系应该没问题吧？}
TRA_NPC_ANOMALY_LANG_8	{在每个星球上标记新生物，对我的朋友来说轻而易举。但要找齐一个星球上的所有生物，也许就没那么容易了。}
TRA_NPC_ANOMALY_LANG_9	{我知道一些，其他的并不知道，我想知道全部。成为所有星球的友谊信标。这本身已经很了不起了，不过肯定还能得到技术。}
TRA_NPC_ANOMALY_LANG_10	{旅客想要被人理解，而旅行者渴望理解。}
TRA_NPC_ANOMALY_LANG_11	{探索、战斗、交易。想尽一切办法找到货币。不过别太功利，别忘了冒险本身就是一种回报。}
TRA_NPC_ANOMALY_LANG_12	{最终边境上的害虫，也是阻挠我们冒险的烦人障碍。失去生命很悲伤，但恶霸更可悲。}
TRA_NPC_ANOMALY_LANG_13	{可恶的护卫，它们是美丽星系中无情的暴力警察。它们越容易阻止，我们的乐趣就越多。}
TRA_NPC_ANOMALY_LANG_14	{别丢了性命，朋友。那样会浪费很多数据，嘿嘿，开个玩笑。你要是不在了我会非常想念你的。}
TRA_NPC_ANOMALY_LANG_15	{我被困在了这里，只能看到星空，其他的几乎看不到。向我展示星系，与我分享旅途中的见闻，给我带来喜悦吧。}
TRA_NPC_ANOMALY_LANG_16	{你在这里真是太好了。你给我带来了光明。向我展示我自己无法看到的生物吧，越多越好。在那之后，我的朋友，我也不知道你我接下来将会如何。}
TRA_NPC_ANOMALY_OPT_A_1	{传输物种数据}
TRA_NPC_ANOMALY_OPT_A_2	{传输语言数据}
TRA_NPC_ANOMALY_OPT_A_3	{传输财富数据}
TRA_NPC_ANOMALY_OPT_A_4	{传输海盗数据}
TRA_NPC_ANOMALY_OPT_A_5	{传输护卫数据}
TRA_NPC_ANOMALY_OPT_A_6	{传输生存数据}
TRA_NPC_ANOMALY_OPT_A_7	{传输曲速飞行数据}
TRA_NPC_ANOMALY_OPT_A_8	{传输生物数据}
TRA_NPC_ANOMALY_OPT_A_9	{传输物种数据}
TRA_NPC_ANOMALY_OPT_A_10	{传输语言数据}
TRA_NPC_ANOMALY_OPT_A_11	{传输财富数据}
TRA_NPC_ANOMALY_OPT_A_12	{传输海盗数据}
TRA_NPC_ANOMALY_OPT_A_13	{传输护卫数据}
TRA_NPC_ANOMALY_OPT_A_14	{传输生存数据}
TRA_NPC_ANOMALY_OPT_A_15	{传输曲速飞行数据}
TRA_NPC_ANOMALY_OPT_A_16	{传输最后的生物数据}
TRA_NPC_ANOMALY_RES_A_1	{保罗仔细研究数据，对已经了解的生物发出不满的嘟囔声，而看到没见过的生物时则欢欣鼓舞。最后保罗兴奋地鼓掌，并交给我一份设计图。}
TRA_NPC_ANOMALY_RES_A_3	{我之前还担心保罗会抢走我的货币，不过看来是我多虑了。它们盯着我看不懂的图表看了一小会儿，然后好像听到什么笑话一样开始大笑，接着给了我一项新技术作为礼物。}
TRA_NPC_ANOMALY_RES_A_4	{保罗谨慎地打量着我，看到我完成了任务十分高兴，但依然对我之前冒犯它一事耿耿于怀。它们嘟哝着给了我一份设计图，便转过身去。我们还能当朋友吗？}
TRA_NPC_ANOMALY_RES_A_6	{我把自己寿命告诉了保罗，它们似乎不相信，问我是不是护卫制造的复制体。它们仔细对我进行检查，然后咧嘴一笑，并给了我一份新技术。}
TRA_NPC_ANOMALY_RES_A_8	{保罗迫不及待地浏览着生物的扫描数据，我都被它的热情感染了，不知不觉我也和它一起浏览，看到奇特的物种时我俩都情不自禁的发出惊叹和欢笑声。另外我还得到了新技术，真高兴啊。}
TRA_NPC_ANOMALY_RES_A_9	{保罗似乎对新物种的基因数据不是很感兴趣，而长时间盯着每种生物的图像看。它带着淡淡的哀伤交给我一份技术作为奖励。}
TRA_NPC_ANOMALY_RES_A_10	{我怒气冲冲地把数据交给保罗。它假装没看到我的表情，还厚着脸皮向我眨眨眼，并交给我一份新图样作为奖励。}
TRA_NPC_ANOMALY_RES_A_13	{保罗看到我回来时，一声不吭地抱住我，这次我没有退后。我也没问它干嘛抱我。它眼睛里闪烁着泪光。}
TRA_NPC_ANOMALY_RES_A_15	{显然保罗非常喜欢星图。它兴奋地追溯着星系之间的连接，并画出最优路线，然后苦乐参半地叹了口气，并给了我一份设计图以示感谢。}
TRA_NPC_ANOMALY_REQUEST_DESC_1	{吉克机械师亲切地向我点点头，然后疲惫地耸耸肩。保罗忙着分析我最近给它的报告，正在数据的世界中遨游，现在还不需要协助。

不过它极力主张我继续探索，并给了我一系列价格优惠的技术协助我的探索之旅。}
TRA_NPC_ANOMALY_REQUEST_LANG_1	{朋友，事情永远做不完，但用不着现在做。走吧，去自由地探索群星吧。如果我的技术能帮助你探索的话，我很乐意跟你交易。}
TRA_NPC_ANOMALY_REQUEST_OPT_A_1	{购买套装技术}
TRA_NPC_ANOMALY_REQUEST_OPT_B_1	{购买武器技术}
TRA_NPC_ANOMALY_REQUEST_OPT_C_1	{购买飞船技术}
TRA_NPC_ANOMALY_REQUEST_RES_A_1	{明智的选择。穿着坚固的套装才能活得长久。}
TRA_NPC_ANOMALY_REQUEST_RES_B_1	{朋友，只有在万不得已时才能动用武力。请珍惜我们这个星系。}
TRA_NPC_ANOMALY_REQUEST_RES_C_1	{开足马力，飞向更遥远的彼方，把一切尽收眼底！}
TRA_OBS_DESC_1	{该生命体在或者曾在这座设施中工作过，它将用于扫描宇宙中有价值恒星系和特殊现象的设备留在了这里。

在生命体不在的时候，设备有了重大发现，是一个信号，传输序列在等待回复。}
TRA_OBS_LANG_1	{1212 - 2121 - 1212 - ****}
TRA_OBS_OPT_A_1	{输入：2121}
TRA_OBS_OPT_B_1	{输入：1212}
TRA_OBS_OPT_C_1	{输入：2112}
TRA_OBS_RES_A_1	{我在遥远的群星间发现了一个新地点。}
TRA_OBS_RES_B_1	{没有回应。

机器仍然休眠，天空依旧沉寂。}
TRA_OBS_RES_C_1	{没有回应。

机器仍然休眠，天空依旧沉寂。}
TRA_OBS_DESC_2	{当天文台扫描天空时，它发出轻微的嗡嗡声。操纵它的商人显然在宇宙中寻找着什么。并且该天文台可能已经找到它了。
如果我能破译该信标的代码，我或许能够查明其起源。}
TRA_OBS_LANG_2	{9183 - 1839 - 8391 - ****}
TRA_OBS_OPT_A_2	{输入：3819}
TRA_OBS_OPT_B_2	{输入：3918}
TRA_OBS_OPT_C_2	{输入：8931}
TRA_OBS_RES_A_2	{我破译了代码并发现了位于太空深处的新世界。}
TRA_OBS_RES_B_2	{我无法破译该代码。

我依然不知道位置在哪里。}
TRA_OBS_DESC_3	{一个从几光年以外的地方传送来的信号挑逗地在显示器上闪烁，在等待着回应。

但是我需要如何回应？}
TRA_OBS_LANG_3	{9780 - 7809 - 8097 - ****}
TRA_OBS_OPT_A_3	{输入：8079}
TRA_OBS_OPT_B_3	{输入：7908}
TRA_OBS_OPT_C_3	{输入：0978}
TRA_OBS_RES_A_3	{我的直觉很准，我的努力获得了丰厚的回报。}
TRA_OBS_RES_B_3	{我的选择未得到回应。}
TRA_OBS_DESC_4	{该了望台被其监督者弃置很久了。厚厚的尘土揭示了多年来被忽视的情况。但是系统仍旧在线，在扫描天空时时刻保持警惕。

显示屏接收到发自遥远外星世界的信号。只要输入正确回复，我就能发现其位置。}
TRA_OBS_LANG_4	{2109 - 1092 - 0921 - ****}
TRA_OBS_OPT_A_4	{输入：9210}
TRA_OBS_OPT_B_4	{输入：2109}
TRA_OBS_OPT_C_4	{输入：0129}
TRA_OBS_RES_A_4	{成功！新的星球的位置出现在我面前。}
TRA_OBS_RES_B_4	{我输入了代码并等待，但是新星球的位置没有出现在我面前。}
TRA_OBS_DESC_5	{在终端上找到过去详细的货物交易清单。曾经管理该地方的商人一定把这里也当成储藏室了。

商人也在宇宙中搜寻着什么。但是什么呢？显示器上闪烁的信号能够保留答案，但是首先我必须发送正确的回复。}
TRA_OBS_LANG_5	{3941 - 9413 - 4139 - ****}
TRA_OBS_OPT_A_5	{输入：3149}
TRA_OBS_OPT_B_5	{输入：1394}
TRA_OBS_OPT_C_5	{输入：9134}
TRA_OBS_RES_A_5	{我问题的答案揭晓了......}
TRA_OBS_RES_B_5	{无回应。

肯定是我输入的代码不对。}
TRA_OBS_DESC_6	{曾经管理该站的商人似乎更加关心生意，而不是发现新星球。商人不在期间，了望台依然在扫描着群星。

几年前收到的一个信号，在屏幕上坚持不懈地闪烁着，它在等待正确的回应，揭开它的起源。现在，我必须设法破译它。}
TRA_OBS_LANG_6	{4865 - 8654 - 6548 - ****}
TRA_OBS_OPT_A_6	{输入：5486}
TRA_OBS_OPT_B_6	{输入：5846}
TRA_OBS_OPT_C_6	{输入：5648}
TRA_OBS_RES_A_6	{我发现了一个位于太空深处的新地点。}
TRA_OBS_RES_B_6	{我发送了回复，但是未收到回应。

我输入的代码不正确。}
EXP_OBS_DESC_1	{我站在终端前，看着来自未知星球的信号塔不停在屏幕上闪烁。

闪烁样式很明了，但是要输入什么呢？}
EXP_OBS_LANG_1	{2738 - 7382 - 3827 - ****}
EXP_OBS_OPT_A_1	{输入：7238}
EXP_OBS_OPT_B_1	{输入：8273}
EXP_OBS_OPT_C_1	{输入：3278}
EXP_OBS_RES_A_1	{我在遥远的群星间发现了一个新地点！}
EXP_OBS_RES_B_1	{了望台未能从头顶上广阔无边的太空中得到回应。

只剩下我孤身一人。}
EXP_OBS_RES_C_1	{了望台未能从头顶上广阔无边的太空中得到回应。

只剩下我孤身一人。}
EXP_OBS_DESC_2	{一个信号在屏幕上闪烁，接收自太空中遥远的一点。

我的手指停在终端之上，准备输入代码以显示位置，但是我要输入什么数字？}
EXP_OBS_LANG_2	{3908 - 9083 - 0839 - ****}
EXP_OBS_OPT_A_2	{输入：8039}
EXP_OBS_OPT_B_2	{输入：0839}
EXP_OBS_OPT_C_2	{输入：8390}
EXP_OBS_RES_A_2	{我输入了数字并等待。

太空中一个遥远地点的位置出现在我面前。}
EXP_OBS_RES_B_2	{无回应。

信号的来源依旧未知。}
EXP_OBS_DESC_3	{该了望台无菌的工作设计表明，之前的监督者可能是电子生命体。通过多年来屏幕上闪烁的信号来看，此实体已经离开这里很久了。

或许如果我能破译该代码，我就能了解该信号的起源？}
EXP_OBS_LANG_3	{9162 - 1629 - 6291 - ****}
